position,V0,V1,V2,V3
0,1635,18596,18829,28573
100000,3184,27725,25150,29402
200000,6196,23739,29605,20378
300000,1972,34168,26442,20267
400000,8384,25427,24324,22682
500000,2854,15536,50668,12109
600000,9842,16929,29080,36165
700000,14561,23469,23053,32292
800000,8205,23168,30467,23325
900000,9855,32805,21297,22598
1000000,2075,33865,22699,28071
1100000,5578,24298,22484,28721
1200000,5468,20243,27079,24856
1300000,16642,20420,17684,15548
1400000,9498,25741,16922,30355
1500000,7500,30444,21362,25572
1600000,9022,21207,37262,20945
1700000,5992,26289,32988,24323
1800000,4995,21393,38716,15972
1900000,4201,15677,37086,19286
2000000,12754,14223,19568,46461
2100000,18094,11216,18002,33022
2200000,8885,21389,23616,17988
2300000,8171,17173,26228,27993
2400000,2009,23196,14915,29727
2500000,7478,20216,20064,41796
2600000,18972,9677,30380,31989
2700000,6194,14110,38968,16450
2800000,4617,17229,30161,21355
2900000,4029,17142,18120,17582
3000000,1466,29058,5013,9708
3100000,4766,45608,15571,18398
3200000,4876,28991,26098,27550
3300000,4099,20208,39088,20173
3400000,3943,32890,18868,25015
3500000,4633,24372,29438,21863
3600000,2889,22890,26764,26369
3700000,6433,33275,24152,21997
3800000,4746,19803,28011,22201
3900000,1310,13241,20229,22541
4000000,804,4595,3332,21347
