position,V0,V1,V2,V3
0,671,0,80,125
100000,1093,12333,27006,10518
200000,0,2205,1398,705
300000,0,535,761,754
400000,222,1464,4022,1225
500000,0,280,886,384
600000,0,237,451,214
800000,0,1613,1991,1734
900000,384,313,591,851
1000000,297,7885,10641,7714
1100000,5630,20987,23418,25240
1200000,3647,24635,24274,17068
1300000,2667,17137,14237,19318
1400000,6217,17247,21496,30388
1500000,9848,10139,10312,13117
1600000,6719,21932,21459,27054
1700000,5601,19068,24232,21738
1800000,4096,22573,22542,29883
1900000,2655,28018,24184,29732
2000000,3655,23883,28531,18403
2100000,3386,22591,28367,21987
2200000,1420,21450,30103,23803
2300000,8489,20686,26822,24527
2400000,6629,20715,26020,26788
2500000,3332,15608,24330,24735
2600000,12755,20754,18578,29864
2700000,11303,26837,26343,24050
2800000,4048,19346,19808,30246
2900000,3754,10578,22699,26707
3000000,6899,30037,19300,17367
3100000,4478,29162,26894,23932
3200000,5424,19544,21255,22776
3300000,5381,19979,28222,18112
3400000,4189,25972,24427,18855
3500000,10986,18746,25372,22416
3600000,17226,16501,28774,19186
3700000,22861,25155,22012,18323
3800000,8581,19017,14215,16687
3900000,8222,20760,15801,22899
4000000,9353,24097,20461,25261
4100000,6663,14695,16659,21153
4200000,8992,14411,13619,23692
4300000,5694,15740,17453,15683
4400000,7274,16428,21622,26443
4500000,5063,24718,29143,25397
4600000,5355,18467,21554,34498
4700000,2748,20947,22609,38095
4800000,5570,19679,17892,35041
4900000,4161,22721,28348,26521
5000000,3109,21499,24340,25515
5100000,3816,26365,26359,16408
