position,V0,V1,V2,V3
0,6274,24767,25247,21426
100000,4212,18357,36713,24299
200000,5806,25795,21376,25692
300000,4976,28046,22499,27704
400000,5039,24498,26633,25887
500000,3346,23126,21680,24220
600000,5015,25317,18332,20649
700000,1536,21865,23257,22903
800000,5368,24625,21917,27235
900000,7724,23852,22340,23234
1000000,6655,28811,17673,20851
1100000,16390,20103,19610,21873
1200000,11811,20589,19138,12351
1300000,5578,26153,20502,17796
1400000,2138,23749,17829,18011
1500000,1679,23454,21914,26354
1600000,1003,20920,17799,21674
1700000,1819,23500,16898,24185
1800000,5410,27417,18753,23761
1900000,7589,13921,16274,17304
2000000,2756,18053,21975,16961
2100000,3008,13877,20207,14380
2200000,5104,25234,24611,26066
2300000,6136,26039,24842,21176
2400000,12738,23923,20998,21299
2500000,3424,20827,21187,18815
2600000,2496,21770,21716,17143
2700000,4826,19722,30819,21471
2800000,4400,21668,27151,34392
2900000,5738,23986,26086,30493
3000000,5115,31346,20944,28058
3100000,7353,24813,26070,23847
3200000,4617,19056,19479,17872
3300000,8980,19712,21896,21841
3400000,8238,30389,24422,21380
3500000,4435,21195,25252,20546
3600000,9779,25881,27628,20819
3700000,4950,21019,28409,19280
3800000,5733,18763,33693,23197
3900000,7969,21049,31174,22434
4000000,7689,19030,25048,16197
4100000,5855,26039,24746,26951
4200000,8249,23821,25750,24004
4300000,11991,24027,26677,22476
4400000,4816,23180,29465,28290
4500000,2598,25278,34103,20678
4600000,1687,25111,30354,28594
4700000,3259,26608,32052,27592
4800000,4237,22910,25066,25627
4900000,5041,17875,31404,21779
5000000,7481,28850,24688,24507
5100000,4806,29642,19396,22680
5200000,5892,26974,20174,30017
5300000,7282,23177,30120,27666
5400000,7232,26342,29892,22476
5500000,9726,28779,22816,25533
5600000,8755,23494,24579,25585
5700000,1085,4204,3918,3262
