position,V0,V1,V2,V3
0,413,1038,708,761
100000,301,6834,13229,6915
200000,4407,9912,8794,14191
300000,2843,15616,23676,26009
400000,499,7847,9911,11998
500000,6763,17540,16206,18751
600000,4551,22399,23282,17440
700000,4704,17040,24279,17182
800000,4961,15821,29396,17158
900000,4814,22422,24868,21842
1000000,6042,22466,25592,20924
1100000,5087,10024,16850,14867
1200000,15983,20620,25559,16309
1300000,868,763,1194,638
1400000,9507,15167,18687,18685
1500000,5003,23005,23352,28040
1600000,7087,22559,23942,27390
1700000,6386,18109,25843,26912
1800000,1219,20415,33453,19679
1900000,14138,17266,22526,24077
2000000,13638,14377,18495,14410
2100000,7109,11570,22714,19859
2200000,11463,14462,20273,13484
2300000,8213,18767,30962,14474
2400000,6841,22977,17406,25428
2500000,1975,12835,14875,22063
2600000,3300,21747,25101,18268
2700000,6550,16418,12035,12856
2800000,6087,24572,12410,22300
2900000,5351,15055,18751,15083
3000000,3893,7063,11308,17434
3100000,6297,12802,12120,15857
3200000,6820,15641,20049,16794
3300000,3570,11001,11496,24900
3400000,4783,17989,28601,26321
3500000,8356,24802,27608,27681
3600000,11841,16280,26776,16802
3700000,9359,12906,12625,14266
3800000,9537,22954,24944,25854
3900000,6499,17463,41259,25323
4000000,6789,17317,38077,24830
4100000,11760,20954,25053,30845
4200000,14757,22362,32399,19961
4300000,14417,19295,20286,33942
4400000,26714,20320,27760,21058
4500000,4238,25526,24634,29416
4600000,10739,22146,27477,26593
4700000,3503,8532,7149,9798
