Seq_id,Strand,Start,End,Length,Block
17,+,85393775,85412655,18880,2927
23,-,57094502,57067756,26746,2927
17,+,85370521,85375566,5045,2926
23,-,57118865,57111928,6937,2926
17,+,85357996,85370023,12027,2925
23,-,57133008,57120729,12279,2925
17,+,85341088,85346143,5055,2924
23,-,57151712,57146425,5287,2924
17,+,85333097,85340155,7058,2923
23,-,57159130,57151712,7418,2923
17,+,85286035,85328497,42462,2922
23,-,57212811,57164244,48567,2922
17,+,85277068,85285268,8200,2921
23,-,57238017,57228841,9176,2921
17,+,85156801,85276748,119947,2920
23,-,57365316,57239546,125770,2920
17,+,85114814,85156532,41718,2919
23,-,57418928,57374289,44639,2919
17,+,85066952,85114042,47090,2918
23,-,57467696,57419453,48243,2918
17,+,85037006,85066732,29726,2917
23,-,57499087,57467696,31391,2917
17,+,85026835,85036722,9887,2916
23,-,57510909,57500709,10200,2916
17,+,84902771,85026570,123799,2915
23,-,57641068,57510909,130159,2915
17,+,84809008,84902426,93418,2914
23,-,57737576,57641208,96368,2914
17,+,84802236,84808792,6556,2913
23,-,57746236,57739039,7197,2913
17,+,84790058,84798579,8521,2912
23,-,57758101,57749478,8623,2912
17,+,84767922,84785310,17388,2911
23,-,57780407,57762083,18324,2911
17,+,84756769,84765180,8411,2910
23,-,57791997,57783318,8679,2910
17,+,84742652,84756078,13426,2909
23,-,57806013,57792102,13911,2909
17,+,84720068,84736869,16801,2908
23,-,57827321,57809116,18205,2908
17,+,84712287,84719608,7321,2907
23,-,57835803,57827486,8317,2907
17,+,84668929,84708774,39845,2906
23,-,57881769,57839526,42243,2906
17,+,84662279,84668284,6005,2905
23,-,57890626,57884321,6305,2905
17,+,84543451,84648903,105452,2904
23,-,58017940,57907884,110056,2904
17,+,84472270,84543207,70937,2903
23,-,58094109,58019990,74119,2903
17,+,84462016,84470883,8867,2902
23,-,58104959,58095760,9199,2902
17,+,84427437,84461725,34288,2901
23,-,58144754,58105991,38763,2901
17,+,84414879,84426757,11878,2900
23,-,58159762,58147724,12038,2900
17,+,84406470,84414536,8066,2899
23,-,58168244,58160079,8165,2899
17,+,84318592,84405668,87076,2898
23,-,58259765,58168244,91521,2898
17,+,84303510,84318289,14779,2897
23,-,58276125,58261451,14674,2897
17,+,84270675,84303200,32525,2896
23,-,58309021,58276125,32896,2896
17,+,84253291,84270116,16825,2895
23,-,58325875,58309021,16854,2895
17,+,84223708,84247153,23445,2894
23,-,58354704,58330768,23936,2894
17,+,84205332,84222577,17245,2893
23,-,58372417,58354742,17675,2893
17,+,84157166,84205091,47925,2892
23,-,58424132,58373536,50596,2892
17,+,84134816,84156647,21831,2891
23,-,58449967,58426743,23224,2891
17,+,84127796,84134787,6991,2890
23,-,58461166,58452543,8623,2890
